Title,Date added,Template,Cycle,Session,State under Review,State under Review - Regional Group,State under Review - Organisations,Recommendation,Recommending State,Recommending State - Regional Group,Recommending State - Organisations,Action Category,Response,Issues,Geolocation,Documents,Attachments,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),24 - January 2016,Belgium,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)","Strengthen the national plans and policies to prevent acts of discrimination and violence motivated by racial and/or religious hatred, xenophobia, homophobia and gender grounds",Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,"Freedom of religion and belief|Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),24 - January 2016,Belgium,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",Amend the legislation to allow the change of the civil identity without need of previous surgery,Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),24 - January 2016,Belgium,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",Consider abolishing the requirements for medical interventions for transgender people who wish to obtain legal recognition of their gender,Israel,WEOG (Western European & Other States Group),,3 - Considering action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Sao Tome & Principe,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)",Adopt legislation that prohibits discrimination on the basis of sexual orientation and gender identity,Netherlands,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Sao Tome & Principe,Africa (African Group),"AU (African Union)|OIF (Organisation internationale de la Francophonie)","Enact and implement legislation that prohibits discrimination in employment and occupation based on disability, language, sexual orientation, gender identity, and HIV-positive status or other communicable diseases",Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",5 - Specific action,Supported,"Disability rights|HIV - Aids|Labour rights|Minority rights|Sexual Orientation and Gender Identity|Women's rights",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)","Carry out education and awareness-raising programs on the human rights of lesbian, gay, bisexual, transgender and intersex persons",Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)","Carry out campaigns of awareness and promotion of social change in relation to non-discrimination on the grounds of sexual orientation aimed, inter alia, to avoid homophobic aggression",Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)","Repeal all provisions criminalizing sexual relations between consenting adults of the same sex, and incorporate sexual orientation as a basis for unlawful discrimination in all areas of labour legislation",Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,"Labour rights|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",Repeal laws and Penal Code provisions prohibiting and punishing consenting sexual relations between adults of the same sex,Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",Decriminalize same-sex sexual conduct between consenting adults by reforming the penal code,United States,WEOG (Western European & Other States Group),OAS (Organisation of American States),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",Decriminalize consensual sexual relations between consenting adults of the same sex,Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",Implement the recommendations of its Constitutional Reform Committee and establish separate legislation to prohibit discrimination on the basis of sexual orientation,Canada,WEOG (Western European & Other States Group),"Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)","Review legislation that is discriminatory to lesbian, gay, bisexual, transgender and intersex persons and arbitrarily interferes with the right to privacy, as it encourages stigmatisation of such person",Netherlands,WEOG (Western European & Other States Group),EU (European Union),3 - Considering action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)","Engage with civil society organisations representing lesbian, gay, bisexual, transgender and intersex persons to implement education on human rights and anti-discrimination awareness-raising programmes",Netherlands,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Supported,"Human rights education and training|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)","Take effective measures towards the prohibition of discrimination on the basis of sex, sexual orientation and gender identity, and holding accountable individuals responsible for acts of violence committed against lesbian, gay, bisexual, transgender and intersex persons",Brazil,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)","Introduce legal and practical measures aimed at eliminating discrimination against lesbian, gay, bisexual, transgender and intersex persons, including by raising public awareness of the issue, by passing appropriate anti-discrimination legislation and by repealing discriminatory legislation",Germany,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)","Repeal all legislation which may discriminate against lesbian, gay, bisexual, transgender and intersex persons",Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",Adopt legislation prohibiting discrimination on the basis of sexual orientation and gender identity and repeal all legal provisions criminalizing sexual acts between consenting adults of the same sex,Slovenia,EEG (Eastern European Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Lucia,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",Strengthen the fight against discrimination based on sexual orientation or gender identity,France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Kitts & Nevis,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)","Repeal all legislation which may discriminate against lesbian, gay, bisexual, transgender and intersex persons",Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Kitts & Nevis,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)","Decriminalize same-sex sexual conduct between consenting adults in the Offenses Against the Person Act and enact legislation to prevent discrimination against lesbian, gay, bisexual, transgender and intersex persons",United States,WEOG (Western European & Other States Group),OAS (Organisation of American States),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Kitts & Nevis,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)",Carry out awareness campaigns for the population in relation to non-discrimination based on sexual orientation,Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,"Human rights education and training|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Kitts & Nevis,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)",Decriminalize consensual adult same-sex relations by amending sections 56 and 57 of the Offences against the Person Act and take all necessary steps to ensure the enjoyment of their rights by all persons without discrimination on grounds of sexual orientation or gender identity,Ireland,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Kitts & Nevis,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)","Adopt legislation to decriminalize homosexuality and to recognize the rights of lesbian, gay, bisexual and transgender people",France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Kitts & Nevis,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)","Remove any rule criminalizing sexual relations between consenting adults of the same sex, and include sexual orientation and gender identity as unlawful grounds of discrimination in all areas",Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Kitts & Nevis,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)",Meet Saint Kitts and Nevis&#039; commitments to equality and non-discrimination by prohibiting discrimination based on sexual orientation,Canada,WEOG (Western European & Other States Group),"Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Kitts & Nevis,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)",Take the necessary measures to decriminalize same-sex consensual relations,Brazil,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,St Kitts & Nevis,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|Commonwealth|OAS (Organisation of American States)","Take all necessary measures to end all forms of discrimination still existing in Saint Kitts and Nevis and analyse the possibility of creating a specific law on discrimination based on disability, language, sexual orientation, gender identity or social status",Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",3 - Considering action,Noted,"Disability rights|Minority rights|Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Oman,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)","Amend or, at least, abstain from applying any law or measure which might endanger the right to life, to freedom and to physical integrity of individuals for reasons associated with their alleged or perceived sexual orientation or gender identity",Brazil,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Oman,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)",Undertake a process with a view to repealing the legislation that criminalizes homosexuality and adopt measures to combat discrimination on the ground of sexual orientation,Mexico,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Nepal,Asia (Asian Group),,Take measures to implement the Supreme Court&#039;s decision concerning same sex marriage,Brazil,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Nepal,Asia (Asian Group),,"Strengthen the protection of lesbian, gay, bisexual, transgender and intersex people and work towards the full implementation of the current laws",Israel,WEOG (Western European & Other States Group),,4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Nepal,Asia (Asian Group),,"Establish specific mechanisms for the investigation and punishment of possible cases of discrimination against lesbian, gay, bisexual, transgender and intersex persons, particularly with regard to issues in relation to the administration",Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Nepal,Asia (Asian Group),,"Take the necessary steps to ensure that the new constitution is implemented while protecting human rights and thus ensuring its provisions on gender equality, lesbian, gay, bisexual and transgender persons, and minorities",Sweden,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Supported,"Minority rights|Sexual Orientation and Gender Identity|Women's rights",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Nauru,Asia (Asian Group),"Commonwealth|PIF (Pacific Islands Forum)","Modify national legislation to decriminalize consensual sexual relations between persons of the same sex, as recommended and accepted during the first review",Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,"Sexual Orientation and Gender Identity|UPR process",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Nauru,Asia (Asian Group),"Commonwealth|PIF (Pacific Islands Forum)","Reform the Penal Code to abolish the ban imposed on sexual relations between same sex adults, in order to comply with the commitments made in 2011",France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,"Sexual Orientation and Gender Identity|UPR process",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Nauru,Asia (Asian Group),"Commonwealth|PIF (Pacific Islands Forum)",Advance towards the derogation of the provisions that criminalize consenting same-sex relations between adults,Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Nauru,Asia (Asian Group),"Commonwealth|PIF (Pacific Islands Forum)",Swiftly decriminalize sexual behaviour between consenting adults of the same sex,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Nauru,Asia (Asian Group),"Commonwealth|PIF (Pacific Islands Forum)",Take swift action to decriminalize same - sex sexual conduct between consenting adults,United States,WEOG (Western European & Other States Group),OAS (Organisation of American States),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Nauru,Asia (Asian Group),"Commonwealth|PIF (Pacific Islands Forum)",Seize the opportunity of the Criminal Code of Nauru to decriminalize homosexual relations between consenting adults,Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Myanmar,Asia (Asian Group),ASEAN (Association of Southeast Asian Nations),Amend article 377 of the Penal Code to ensure that only non-consensual sexual relations between persons of the same sex are punishable,Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Myanmar,Asia (Asian Group),ASEAN (Association of Southeast Asian Nations),"Repeal or revise the &quot;Protection of Race and Religion&quot; laws and Section 377 of the 1861 Penal Code to ensure the rights of women, religious minorities and the lesbian, gay, bisexual, transgender and intersex community are protected",Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",5 - Specific action,Noted,"Freedom of religion and belief|Minority rights|Racial discrimination|Sexual Orientation and Gender Identity|Women's rights",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Micronesia,Asia (Asian Group),PIF (Pacific Islands Forum),"Prohibit discrimination on the basis of gender, disability and sexual orientation in the Constitution",Mexico,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Micronesia,Asia (Asian Group),PIF (Pacific Islands Forum),Include sexual orientation in non-discrimination laws and equality initiatives,Canada,WEOG (Western European & Other States Group),"Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Micronesia,Asia (Asian Group),PIF (Pacific Islands Forum),"Design and implement policies to prevent and combat discrimination on any grounds, including based on sexual orientation and gender identity",Brazil,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,"Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Micronesia,Asia (Asian Group),PIF (Pacific Islands Forum),"Take the necessary measures to review its domestic legislation so as to guarantee the prohibition and sanction of discrimination in all its forms, especially on the basis of gender, sexual orientation and disability",Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,"Disability rights|Sexual Orientation and Gender Identity|Women's rights",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Micronesia,Asia (Asian Group),PIF (Pacific Islands Forum),"Ensure equality of all persons before the law, by including gender, sexual orientation and disability as grounds for non-discrimination in relevant constitutional or legal provisions",United Kingdom,WEOG (Western European & Other States Group),"Commonwealth|EU (European Union)",5 - Specific action,Supported,"Disability rights|Sexual Orientation and Gender Identity|Women's rights",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Micronesia,Asia (Asian Group),PIF (Pacific Islands Forum),"Ratify the International Covenant on Civil and Political Rights also with a view to help ensure equal rights of, and end discrimination against lesbian, gay, bisexual, transgender and intersex persons",Netherlands,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Supported,"CP rights - general|International instruments|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Mauritania,Africa (African Group),"AL (League of Arab States)|AU (African Union)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)",Repeal the provisions criminalising homosexuality,France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Mauritania,Africa (African Group),"AL (League of Arab States)|AU (African Union)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)",Decriminalize homosexuality as well as protect freedom and privacy of persons,Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Mauritania,Africa (African Group),"AL (League of Arab States)|AU (African Union)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Ensure that the death penalty is not applied to consensual same sex-relations between adults, and that the Penal Code does not criminalise such activity, and include sexual orientation and gender identity in non-discrimination laws and programmes, and promote tolerance and non-discrimination on grounds of sexual orientation or identity in line with the Yogyakarta Principles",Sweden,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Noted,"Death penalty|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Lebanon,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)",Revise article 534 of the Penal Code so that its scope is clearly defined and that it does not discriminate against persons on the basis of their sexual orientation and gender identity,Czechia,EEG (Eastern European Group),EU (European Union),3 - Considering action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Lebanon,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Repeal Article 534 of the Lebanese Penal Code, which criminalizes homosexuality, and pass legislation to prohibit discrimination based on sexual orientation or gender identity",Canada,WEOG (Western European & Other States Group),"Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Lebanon,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)",Repeal article 534 of the Penal Code,Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Lebanon,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Reform existing laws that can be used to discriminate against lesbian, gay, bisexual, transgender and intersex persons, including article 534 of the Lebanese Penal Code criminalising &quot;sexual acts against nature&quot;",Austria,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Lebanon,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Secure the human rights of lesbian, gay, bisexual and transgender persons by amending Article 534 of the Lebanese Penal Code and by codifying a protection against the discrimination of lesbian, gay, bisexual and transgender persons into law",Sweden,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Lebanon,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Promote the protection of the lesbian, gay, bisexual, transgender and intersex community",Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Lebanon,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)",Decriminalise homosexuality and ensure non-discrimination on the basis of sexual orientation and gender identity,Norway,WEOG (Western European & Other States Group),,5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Lebanon,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Ensure maximum attention to the protection and enjoyment of equal rights for the lesbian, gay, bisexual, transgender and intersex population",Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
