Title,Date added,Template,Cycle,Session,State under Review,State under Review - Regional Group,State under Review - Organisations,Recommendation,Recommending State,Recommending State - Regional Group,Recommending State - Organisations,Action Category,Response,Issues,Geolocation,Documents,Attachments,Published
129.45,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,"Decriminalize consensual, same-sex sexual acts",Sweden,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
129.15,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,"Initiate awareness-raising activities for the general public on the human rights of lesbian, gay, bisexual, transgender and intersex persons, in order to prevent stigmatization and discrimination and to support civil society actors in similar efforts",Finland,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Noted,"Human rights education and training|Sexual Orientation and Gender Identity|Civil society",,,,Published
129.14,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,"Prohibit discrimination towards the lesbian, gay, bisexual, transgender and intersex community, at the same time ensuring the full respect of everyone’s human rights, regardless of their sexual orientation or gender identity",Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,"Sexual Orientation and Gender Identity|Disability rights",,,,Published
129.13,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,"Protect lesbian, gay, bisexual, transgender and intersex persons from discrimination by amending sections 164, 165 and 167 of the Penal Code of Botswana to decriminalize same-sex activities among consenting adults and by explicitly including sexual orientation and gender identity as listed grounds of non-discrimination in section 3 of the Constitution",Germany,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
129.12,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,"Ensure the adoption of specific legislation to fight discrimination, hate speech and violence based on sexual orientation and gender identity",Brazil,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
129.11,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,Enact legislation to eliminate discrimination on the basis of sexual orientation and gender identity,Australia,Asia (Asian Group),"PIF (Pacific Islands Forum)|Commonwealth",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
129.9,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,"Adopt specific legislation to protect victims of violence and other human rights violations committed against persons on the basis of their real or imputed sexual orientation or gender identity, in line with resolution 275 of the African Commission on Human and Peoples’ Rights",Netherlands,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,"Sexual Orientation and Gender Identity|International instruments",,,,Published
128.47,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,Authorize sex changes,France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,"Sexual Orientation and Gender Identity|Women's rights",,,,Published
128.46,2020-03-02,Recommendation,Cycle 3 (2017 - 2021),29 - January 2018,Botswana,Africa (African Group),Commonwealth,"Continue to address concerns about discrimination based on sex, sexual orientation or gender identity",Philippines,Asia (Asian Group),ASEAN (Association of Southeast Asian Nations),2 - Continuing action,Noted,Sexual Orientation and Gender Identity,,,,Published
131.98,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Zambia,Africa (African Group),"AU (African Union)|Commonwealth","Review and repeal the legislation that criminalizes consensual sexual behaviour between people of the same sex, and prohibit degrading practices imposed on people of the lesbian, gay, bisexual, transgender and intersex community, such as forced anal examinations",Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
131.97,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Zambia,Africa (African Group),"AU (African Union)|Commonwealth","As recommended during the universal periodic review in 2012, respect the rights and fundamental freedoms of lesbian, gay, bisexual, transgender and intersex persons through the repeal of all norms that criminalize and stigmatize them",Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,"Sexual Orientation and Gender Identity|UPR process",,,,Published
131.96,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Zambia,Africa (African Group),"AU (African Union)|Commonwealth",Decriminalize same-sex relationships between consenting adults and strengthen efforts to address inequality and discrimination based on sexual orientation and gender identity,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
131.95,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Zambia,Africa (African Group),"AU (African Union)|Commonwealth","Repeal laws that criminalize same-sex conduct between adults and review all legislation, policies and programmes to foster equality and prevent discrimination on the basis of sexual orientation or gender identity",Canada,WEOG (Western European & Other States Group),"Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
131.94,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Zambia,Africa (African Group),"AU (African Union)|Commonwealth",Decriminalize same-sex relationships between consenting adults,Sweden,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
131.56,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Zambia,Africa (African Group),"AU (African Union)|Commonwealth","Take actions aimed at putting an end to discrimination based on sexual orientation, beginning by eliminating the criminalization of consensual sexual relationships between adults of the same gender",Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
131.55,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Zambia,Africa (African Group),"AU (African Union)|Commonwealth","Take steps to decriminalize homosexuality and promote respect for the principles of equality and non-discrimination against lesbian, gay, bisexual, transgender and intersex persons",France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
131.54,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Zambia,Africa (African Group),"AU (African Union)|Commonwealth","Adopt legislation that combats discrimination based on sexual orientation and gender identity and protects the rights of lesbian, gay, bisexual, and transgender persons",Honduras,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
107.27,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",Adopt a new law on anti-discrimination that makes specific reference to sexual orientation and gender identity,Albania,EEG (Eastern European Group),"OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
107.39,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)","Address hate crimes against lesbian, gay, bisexual, transgender and intersex persons",South Africa,Africa (African Group),"AU (African Union)|Commonwealth",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
147.12,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Ghana,Africa (African Group),"AU (African Union)|Commonwealth|OIF (Organisation internationale de la Francophonie)","Decriminalize same-sex sexual relations and adopt measures to put an end to discrimination and violence against lesbian, gay, bisexual, transgender and intersex persons",Honduras,GRULAC (Group of Latin American & Caribbean States),"ACS (Association of Caribbean States)|OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
147.27,2019-09-26,Recommendation,Cycle 3 (2017 - 2021),28 - November 2017,Ghana,Africa (African Group),"AU (African Union)|Commonwealth|OIF (Organisation internationale de la Francophonie)",Decriminalize consensual same-sex sexual acts,Sweden,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
